Date,"Flu","Influenza","Influenza A virus","Symptoms of influenza","Influenza symptoms","Type A influenza","Flu treatment","Influenza vaccine","Cough"
2022-09-11,38,1301,377,6,1,0,0,324,266
2022-09-12,37,1502,449,0,0,0,0,500,276
2022-09-13,35,1674,559,1,0,0,0,488,268
2022-09-14,52,1673,534,0,0,0,0,544,318
2022-09-15,39,1808,507,0,1,0,0,552,316
2022-09-16,34,1955,487,0,0,0,0,458,311
2022-09-17,28,1403,381,0,0,0,0,440,275
2022-09-18,27,1896,396,0,1,1,0,393,298
2022-09-19,59,1986,544,1,3,1,0,518,341
2022-09-20,47,1823,558,0,0,0,0,593,300
2022-09-21,33,1964,548,0,1,0,0,599,342
2022-09-22,30,1897,593,0,1,0,0,535,289
2022-09-23,61,1509,471,3,0,0,0,548,267
2022-09-24,35,1597,357,0,0,0,0,465,296
2022-09-25,35,1468,373,1,1,0,0,425,312
2022-09-26,34,1704,536,1,3,0,0,572,323
2022-09-27,50,1655,522,0,1,1,0,614,308
2022-09-28,35,1820,488,0,7,0,1,619,337
2022-09-29,48,1720,531,0,0,0,0,657,357
2022-09-30,41,1737,434,0,0,0,0,575,323
2022-10-01,38,1553,350,0,0,0,0,521,299
2022-10-02,35,1528,416,0,1,0,0,423,300
2022-10-03,42,1713,544,0,0,0,0,589,389
2022-10-04,56,1903,610,5,0,0,0,661,368
2022-10-05,43,1954,501,0,0,1,0,679,358
2022-10-06,43,1895,586,1,0,0,0,675,338
2022-10-07,53,1680,480,0,0,0,0,616,336
2022-10-08,33,1703,342,0,1,1,0,605,317
2022-10-09,39,2045,434,0,2,0,0,594,309
2022-10-10,40,2198,661,0,0,1,0,682,300
2022-10-11,52,1786,594,0,0,0,0,718,335
2022-10-12,38,1938,638,0,0,0,0,688,362
2022-10-13,61,1983,610,0,0,0,0,748,344
2022-10-14,51,1883,596,1,2,1,0,710,318
2022-10-15,34,1578,528,2,0,0,0,635,301
2022-10-16,44,1662,570,1,1,0,0,507,264
2022-10-17,42,1954,723,0,1,1,0,753,352
2022-10-18,44,1905,739,0,0,0,0,869,358
2022-10-19,53,2319,691,0,0,0,0,928,344
2022-10-20,54,1842,686,0,0,0,0,796,312
2022-10-21,46,1775,697,0,0,1,1,791,314
2022-10-22,57,1595,625,1,2,0,0,703,289
2022-10-23,42,1694,697,2,0,0,1,574,337
2022-10-24,71,1937,934,1,0,1,2,727,343
2022-10-25,63,2406,1024,0,0,0,0,814,386
2022-10-26,61,2212,946,1,0,0,3,886,413
2022-10-27,51,2026,900,2,3,0,1,760,353
2022-10-28,49,2123,826,0,1,0,0,694,331
2022-10-29,48,1764,613,0,1,0,0,606,324
2022-10-30,30,1653,654,0,3,1,0,593,317
2022-10-31,51,1948,993,0,1,0,0,685,297
2022-11-01,67,1955,1097,0,1,0,0,727,336
2022-11-02,54,2101,1178,0,1,0,0,752,395
2022-11-03,40,2012,1166,1,0,3,0,772,403
2022-11-04,58,2161,1048,2,2,0,0,704,392
2022-11-05,47,1752,879,0,4,0,0,676,350
2022-11-06,40,1723,907,1,2,0,0,511,371
2022-11-07,59,1972,1320,0,1,1,0,594,382
2022-11-08,57,2123,1334,0,0,0,1,608,334
2022-11-09,41,2225,1232,1,0,0,0,585,348
2022-11-10,55,2036,1260,0,1,0,0,641,362
2022-11-11,48,2061,1237,0,0,0,0,572,365
2022-11-12,45,1894,1077,0,0,0,0,449,369
2022-11-13,53,1845,1082,2,1,0,0,478,397
2022-11-14,50,2350,1392,0,0,0,0,583,440
2022-11-15,68,2385,1340,0,2,0,1,634,369
2022-11-16,45,2250,1508,0,6,0,0,614,383
2022-11-17,49,2325,1570,0,5,2,0,675,384
2022-11-18,57,2089,1533,0,5,1,1,520,369
2022-11-19,51,1898,1215,0,1,2,0,509,334
2022-11-20,54,1924,1244,2,1,0,0,447,375
2022-11-21,67,2253,1710,1,0,0,0,542,417
2022-11-22,63,2298,2045,0,0,0,2,555,447
2022-11-23,70,2313,2013,5,0,0,0,595,454
2022-11-24,66,2230,1886,0,0,0,1,508,423
2022-11-25,50,2440,1625,2,0,0,0,511,374
2022-11-26,53,1957,1620,0,1,0,0,448,393
2022-11-27,70,2253,1681,1,0,2,0,461,427
2022-11-28,80,2707,2292,1,1,0,1,554,482
2022-11-29,70,2810,2548,0,2,0,0,553,433
2022-11-30,74,2925,2514,0,0,0,2,633,411
2022-12-01,74,2642,2373,0,1,0,2,572,411
2022-12-02,67,2717,2185,0,0,0,1,488,443
2022-12-03,57,2122,1743,0,0,1,0,446,425
2022-12-04,53,2075,1688,0,0,1,0,431,361
2022-12-05,76,2741,2405,1,0,0,0,517,400
2022-12-06,66,3005,2783,0,0,1,0,622,410
2022-12-07,76,3038,2793,2,1,0,0,673,394
2022-12-08,59,2894,2786,1,0,1,0,541,459
2022-12-09,66,2670,2587,1,0,0,0,508,439
2022-12-10,69,2155,2163,0,0,0,3,511,374
2022-12-11,65,2414,2051,0,0,0,0,426,406
2022-12-12,87,2874,2756,0,0,1,0,499,461
2022-12-13,79,2816,2941,1,0,0,0,587,438
2022-12-14,87,2806,2814,0,0,0,0,529,464
2022-12-15,67,2708,2835,0,3,0,1,511,436
2022-12-16,67,2803,2759,1,1,0,0,471,408
2022-12-17,72,2342,2195,0,5,1,0,374,430
2022-12-18,56,2240,2079,0,1,0,0,342,429
2022-12-19,83,2594,2646,0,0,0,0,413,416
2022-12-20,66,2992,3013,1,2,1,3,446,517
2022-12-21,74,2857,2976,1,1,1,5,458,538
2022-12-22,76,2698,2906,0,0,0,0,415,431
2022-12-23,65,2451,2758,1,2,0,0,443,432
2022-12-24,80,1947,2025,0,0,0,0,350,401
2022-12-25,56,1979,1794,1,0,1,0,293,414
2022-12-26,54,2229,2101,0,1,0,1,370,442
2022-12-27,79,2686,2616,0,0,0,1,372,495
2022-12-28,67,2675,2718,2,0,0,0,420,467
2022-12-29,75,2660,2287,1,0,0,0,415,474
2022-12-30,61,2441,2224,0,1,1,0,315,457
2022-12-31,52,1982,1617,0,4,0,0,241,403
2023-01-01,69,1682,1345,0,0,0,2,235,409
2023-01-02,57,2507,1789,1,0,1,0,310,442
2023-01-03,73,2560,1950,3,2,1,0,428,476
2023-01-04,73,2472,1908,2,2,0,0,390,470
2023-01-05,85,2364,1721,0,0,0,0,402,438
2023-01-06,53,2232,1474,0,1,0,0,346,378
2023-01-07,47,2118,1140,0,0,1,0,316,456
2023-01-08,42,2029,1078,0,0,2,0,276,363
2023-01-09,66,2294,1362,1,2,0,1,322,408
2023-01-10,43,2085,1267,0,2,0,0,342,410
2023-01-11,41,2153,1142,1,0,0,0,264,369
2023-01-12,68,2160,1089,0,1,0,0,256,381
2023-01-13,40,2024,997,0,0,1,0,361,398
2023-01-14,41,1697,775,0,1,0,3,239,329
2023-01-15,43,1875,703,0,0,0,0,256,332
2023-01-16,50,2046,998,0,1,1,0,301,426
2023-01-17,44,2196,1015,2,0,0,2,379,361
2023-01-18,52,2477,944,1,0,0,0,333,382
2023-01-19,28,2227,965,0,0,1,0,322,335
2023-01-20,26,1816,764,1,1,0,0,307,341
2023-01-21,25,1517,650,0,0,0,0,266,302
2023-01-22,24,1926,635,0,0,0,0,248,341
2023-01-23,29,1802,867,1,0,0,0,337,356
2023-01-24,22,1969,786,0,0,0,0,349,357
2023-01-25,48,1689,800,1,0,0,0,348,353
2023-01-26,30,1659,734,0,0,1,0,306,285
2023-01-27,27,1655,726,0,0,0,0,326,328
2023-01-28,26,1539,570,0,1,0,0,252,350
2023-01-29,32,1500,577,0,0,0,0,294,314
2023-01-30,41,1570,677,0,0,0,0,300,327
2023-01-31,34,1698,736,0,0,1,0,307,331
2023-02-01,42,1735,739,0,0,0,0,272,323
2023-02-02,30,1934,829,0,0,1,0,278,327
2023-02-03,31,1767,726,0,0,0,0,236,301
2023-02-04,31,1413,605,0,0,0,0,266,282
2023-02-05,35,1469,562,0,0,0,0,223,336
2023-02-06,31,1661,740,2,0,2,0,274,417
2023-02-07,42,1699,756,1,0,0,0,303,324
2023-02-08,41,2021,1087,0,0,0,0,315,376
2023-02-09,32,1693,808,0,1,0,0,268,302
2023-02-10,43,1575,711,0,0,0,0,245,382
2023-02-11,26,1403,554,0,0,0,0,241,322
2023-02-12,36,1352,523,0,0,1,0,224,278
2023-02-13,35,1804,754,0,0,0,0,306,311
2023-02-14,31,1611,719,0,0,0,0,265,345
2023-02-15,40,1802,730,1,0,0,0,281,326
2023-02-16,43,1714,670,1,0,0,0,229,351
2023-02-17,43,1751,603,0,1,0,0,273,326
2023-02-18,33,1343,564,0,0,0,0,215,334
2023-02-19,29,1484,575,0,0,0,0,219,341
2023-02-20,37,1637,682,0,1,1,0,243,354
2023-02-21,35,1656,742,0,0,0,0,290,315
2023-02-22,38,1675,749,0,1,0,1,251,371
2023-02-23,27,1652,743,0,0,0,0,249,328
2023-02-24,33,1688,816,0,0,0,0,223,329
2023-02-25,20,1391,706,0,0,0,0,224,293
2023-02-26,28,1462,651,0,1,0,0,237,358
2023-02-27,24,1646,889,0,1,1,0,297,356
2023-02-28,41,1662,763,0,0,0,0,247,355
2023-03-01,35,1706,819,0,0,0,0,271,335
2023-03-02,46,1825,757,0,1,0,0,339,294
2023-03-03,27,1531,744,1,0,0,0,329,267
2023-03-04,36,1627,700,0,0,0,0,339,313
2023-03-05,29,1794,1104,0,0,0,0,292,298
2023-03-06,31,2024,1159,0,0,0,0,326,331
2023-03-07,37,2058,1145,0,0,0,2,427,352
2023-03-08,22,1909,990,0,1,0,0,351,305
2023-03-09,25,3436,979,0,0,0,0,323,348
2023-03-10,35,2886,1180,0,0,0,0,461,289
2023-03-11,39,2296,1010,0,0,0,0,493,321
2023-03-12,32,1996,933,0,0,0,0,399,319
2023-03-13,39,2285,999,0,1,0,0,428,337
2023-03-14,30,2012,917,0,0,0,0,368,395
2023-03-15,27,2284,960,0,0,0,0,369,339
2023-03-16,36,2112,1048,1,0,0,0,442,316
2023-03-17,24,1861,745,0,0,0,0,450,317
2023-03-18,40,1670,545,0,1,0,0,345,294
2023-03-19,30,1586,575,0,0,0,0,290,254
2023-03-20,26,1815,834,0,0,0,0,382,369
2023-03-21,36,1688,761,0,0,0,0,335,309
2023-03-22,32,1656,685,0,1,0,0,330,363
2023-03-23,36,1655,661,0,0,1,0,314,316
2023-03-24,28,1549,632,0,0,0,0,348,269
2023-03-25,26,1338,451,0,0,0,0,235,261
2023-03-26,20,1402,568,0,0,0,0,234,267
2023-03-27,44,1683,633,0,0,1,0,282,292
2023-03-28,19,1767,767,0,0,2,0,299,257
2023-03-29,30,1556,650,1,1,0,0,268,292
2023-03-30,31,1501,624,0,0,0,0,263,279
2023-03-31,38,1452,525,0,0,0,0,236,248
2023-04-01,18,1316,431,0,0,0,0,222,273
2023-04-02,24,1191,492,0,0,0,0,219,296
2023-04-03,28,1435,629,1,1,0,0,288,302
2023-04-04,25,1384,563,0,0,0,0,227,270
2023-04-05,23,1356,518,0,0,0,0,224,242
2023-04-06,23,1375,521,0,0,0,0,196,240
2023-04-07,31,1289,410,0,2,0,0,218,218
2023-04-08,31,1095,394,0,2,0,0,157,211
2023-04-09,17,1232,407,1,0,0,0,205,232
2023-04-10,23,1304,579,1,0,0,0,283,269
2023-04-11,30,1496,633,0,3,0,0,281,297
2023-04-12,39,1585,787,2,0,0,0,268,287
2023-04-13,41,1431,698,0,1,0,1,236,269
2023-04-14,28,1294,486,1,0,0,0,187,244
2023-04-15,38,1291,394,0,0,0,0,188,225
2023-04-16,32,1252,435,1,0,2,0,161,244
2023-04-17,44,1408,584,0,1,0,0,264,244
2023-04-18,25,1376,526,0,1,1,0,229,258
2023-04-19,30,1539,591,1,2,0,0,238,256
2023-04-20,25,1380,515,1,1,0,0,291,261
2023-04-21,28,1237,465,0,0,1,0,188,269
2023-04-22,33,1186,372,0,0,0,0,174,263
2023-04-23,37,1267,460,1,0,0,2,174,305
2023-04-24,26,1330,557,0,1,0,0,234,298
2023-04-25,19,1439,567,0,0,0,0,236,279
2023-04-26,20,1494,531,0,0,0,0,219,254
2023-04-27,26,1405,519,0,1,0,0,219,271
2023-04-28,23,1402,430,0,5,0,0,218,240
2023-04-29,20,1088,300,0,0,0,0,211,251
2023-04-30,26,1130,322,0,0,0,0,212,249
2023-05-01,26,1291,388,0,0,0,0,261,272
2023-05-02,29,1345,489,0,0,0,0,301,290
2023-05-03,36,1405,427,2,0,0,0,250,247
2023-05-04,22,1369,473,0,0,0,0,276,241
2023-05-05,25,1502,439,0,0,0,0,271,276
2023-05-06,28,1424,284,0,0,0,0,260,216
2023-05-07,21,1245,360,1,0,0,0,199,197
2023-05-08,21,1596,566,0,0,0,0,302,267
2023-05-09,26,1527,491,0,1,0,0,338,276
2023-05-10,39,1436,443,0,1,0,0,246,235
2023-05-11,43,1516,529,0,0,1,0,262,245
2023-05-12,28,1315,474,0,0,0,0,222,228
2023-05-13,30,1163,312,1,2,0,0,235,225
2023-05-14,36,1108,300,0,0,0,0,195,225
2023-05-15,30,1435,536,0,0,1,0,244,247
2023-05-16,34,1473,517,0,0,0,0,278,283
2023-05-17,32,1462,532,0,0,0,0,286,251
2023-05-18,27,1607,472,0,0,0,0,284,230
2023-05-19,36,1507,463,0,0,0,0,209,264
2023-05-20,26,1196,352,0,0,0,0,210,212
2023-05-21,25,1276,364,0,0,0,0,190,219
2023-05-22,40,1511,573,0,0,0,0,225,253
2023-05-23,36,1479,519,1,0,0,0,257,280
2023-05-24,34,1573,567,1,2,0,0,334,272
2023-05-25,23,1264,500,0,1,0,0,251,257
2023-05-26,28,1390,462,0,0,0,0,237,220
2023-05-27,21,1151,358,0,1,0,0,179,192
2023-05-28,28,1166,332,0,0,0,0,163,266
2023-05-29,23,1259,472,0,0,0,0,243,218
2023-05-30,33,1601,669,1,0,1,0,216,252
2023-05-31,38,1461,523,1,0,0,0,205,252
2023-06-01,37,1485,481,0,0,0,0,196,242
2023-06-02,25,1284,432,0,2,0,0,154,230
2023-06-03,28,1149,317,0,1,0,0,231,227
2023-06-04,28,1239,406,0,0,0,0,162,216
2023-06-05,35,1500,511,0,0,0,0,163,233
2023-06-06,24,1489,492,0,0,1,0,170,194
2023-06-07,27,1272,509,0,0,0,0,181,231
2023-06-08,23,1322,444,0,0,0,0,157,210
2023-06-09,34,1240,407,0,0,0,0,173,253
2023-06-10,31,1206,322,1,0,0,0,146,159
2023-06-11,26,1361,302,0,0,1,0,136,221
2023-06-12,33,1306,412,1,1,0,0,191,247
2023-06-13,38,1460,499,0,0,0,0,207,205
2023-06-14,32,1482,481,0,2,0,0,198,241
2023-06-15,25,1531,449,0,1,0,0,188,208
2023-06-16,27,1330,357,0,0,0,0,220,196
2023-06-17,24,1147,319,0,1,0,0,222,199
2023-06-18,21,1237,380,1,1,0,0,196,200
2023-06-19,39,1306,441,1,0,1,0,283,217
2023-06-20,26,1509,455,1,0,0,0,277,217
2023-06-21,35,1396,477,1,1,1,0,276,220
2023-06-22,31,1336,369,0,1,0,1,256,204
2023-06-23,33,1245,374,0,0,0,0,279,223
2023-06-24,13,1016,292,0,1,1,0,222,159
2023-06-25,56,1156,318,0,1,0,0,185,204
2023-06-26,16,1269,369,0,1,0,0,275,218
2023-06-27,22,1071,459,0,1,0,0,264,224
2023-06-28,30,1174,423,0,0,1,0,232,217
2023-06-29,24,1028,383,0,0,0,0,193,202
2023-06-30,18,1074,319,0,0,0,0,250,159
2023-07-01,19,814,305,0,0,0,0,204,189
2023-07-02,25,935,297,0,0,1,0,184,192
2023-07-03,20,1017,388,1,1,0,0,204,185
2023-07-04,30,1008,377,1,2,0,0,226,228
2023-07-05,35,1197,436,1,0,0,0,236,212
2023-07-06,27,1090,413,1,0,1,0,238,247
2023-07-07,26,1060,366,0,0,0,0,241,171
2023-07-08,16,952,277,0,1,0,0,206,172
2023-07-09,23,946,298,0,1,0,0,176,188
2023-07-10,19,923,416,0,1,0,0,221,181
2023-07-11,26,1372,409,0,0,0,0,240,234
2023-07-12,24,1049,452,0,0,0,0,286,207
2023-07-13,27,1129,363,0,2,0,0,232,225
2023-07-14,20,1053,395,0,1,0,0,243,204
2023-07-15,24,807,280,0,0,0,1,205,166
2023-07-16,22,884,327,0,0,0,0,202,158
2023-07-17,20,1106,434,0,2,0,0,241,222
2023-07-18,33,1043,511,0,1,0,0,224,221
2023-07-19,22,1080,468,0,0,0,0,217,203
2023-07-20,26,994,471,0,1,0,0,193,224
2023-07-21,26,979,356,0,1,0,0,177,178
2023-07-22,21,938,358,0,4,0,0,150,225
2023-07-23,22,971,368,1,0,0,0,154,231
2023-07-24,37,1455,553,1,0,0,0,168,205
2023-07-25,38,1390,483,0,0,0,0,204,199
2023-07-26,24,1151,495,0,1,0,0,261,233
2023-07-27,14,1179,529,0,0,0,0,269,225
2023-07-28,28,1097,453,0,1,0,0,237,194
2023-07-29,37,907,361,0,0,1,0,204,160
2023-07-30,18,974,369,0,0,1,0,191,212
2023-07-31,27,1020,500,0,1,0,0,212,254
2023-08-01,22,1170,453,0,0,0,0,231,236
2023-08-02,18,1078,480,0,0,0,0,244,223
2023-08-03,24,1067,440,0,0,0,0,260,180
2023-08-04,23,1042,394,0,1,0,0,220,251
2023-08-05,31,845,331,0,0,0,0,228,213
2023-08-06,23,942,346,0,0,0,0,208,230
2023-08-07,21,1037,489,0,2,0,0,237,248
2023-08-08,24,1193,460,0,1,0,0,258,214
2023-08-09,27,1100,461,0,0,0,0,262,203
2023-08-10,19,1077,507,0,0,0,0,268,234
2023-08-11,31,936,409,0,0,0,1,249,205
2023-08-12,36,868,311,0,0,0,0,212,212
2023-08-13,27,932,286,0,0,0,0,166,162
2023-08-14,28,1140,422,0,0,0,0,213,205
2023-08-15,30,1030,436,0,0,0,0,223,219
2023-08-16,15,1000,511,1,0,1,0,215,232
2023-08-17,33,1081,461,1,0,0,0,209,192
2023-08-18,20,1006,500,0,0,0,0,223,217
2023-08-19,24,908,385,0,0,0,0,178,211
2023-08-20,29,946,402,0,0,0,0,179,209
2023-08-21,32,1286,828,1,2,0,0,231,210
2023-08-22,28,1176,826,0,4,1,0,281,218
2023-08-23,32,1119,702,0,1,0,0,265,249
2023-08-24,27,1082,654,1,0,0,0,205,238
2023-08-25,29,1116,508,0,0,0,0,228,215
2023-08-26,17,1009,454,0,1,0,0,194,216
2023-08-27,30,1201,428,0,0,0,0,238,230
2023-08-28,28,1221,572,0,0,0,0,266,248
2023-08-29,28,1106,542,1,1,0,0,266,247
2023-08-30,27,1100,592,0,0,0,0,277,210
2023-08-31,37,1161,635,0,0,0,0,250,230
2023-09-01,31,1097,488,0,1,0,0,232,207
2023-09-02,17,915,413,0,0,0,0,188,205
2023-09-03,22,990,445,0,0,0,0,227,211
2023-09-04,24,1156,575,0,1,0,0,345,207
2023-09-05,36,1123,586,0,0,0,0,345,255
2023-09-06,28,1243,808,0,0,1,0,307,225
2023-09-07,20,1209,683,0,0,0,0,345,249
2023-09-08,30,1229,970,0,0,0,0,332,246
2023-09-09,28,1095,950,0,0,0,0,293,224
2023-09-10,22,1082,1027,0,0,0,0,280,244
2023-09-11,34,1225,1244,0,0,0,0,385,242
2023-09-12,21,1294,1213,0,0,0,0,388,239
2023-09-13,22,1333,1248,0,0,0,0,392,272
2023-09-14,39,1400,1181,0,0,0,0,445,253
2023-09-15,23,1156,1085,0,0,0,0,384,253
2023-09-16,24,1075,882,0,1,0,0,317,223
2023-09-17,26,1149,901,0,0,0,0,289,240
2023-09-18,38,1417,1235,0,0,1,0,398,301
2023-09-19,24,1428,1228,0,0,0,1,446,319
2023-09-20,30,1479,1249,0,1,0,0,440,261
2023-09-21,39,1540,1227,0,1,0,1,459,260
2023-09-22,31,1323,1083,0,1,0,0,446,251
2023-09-23,21,1218,977,0,0,0,0,355,255
2023-09-24,36,1149,951,0,1,1,0,366,275
2023-09-25,29,1486,1238,0,1,0,0,410,268
2023-09-26,37,1567,1294,0,1,2,0,494,331
2023-09-27,45,1455,1265,0,0,1,1,477,288
2023-09-28,23,1297,1166,1,1,0,0,448,243
2023-09-29,34,1325,1176,0,0,0,0,428,244
2023-09-30,27,1201,933,0,1,0,0,428,237
2023-10-01,19,1222,1045,0,0,0,0,340,227
2023-10-02,41,1432,1339,0,1,0,0,578,248
2023-10-03,31,1544,1276,0,1,0,0,517,257
2023-10-04,35,1490,1324,0,1,0,0,584,270
2023-10-05,36,1409,1349,0,0,1,0,580,269
2023-10-06,47,1362,2602,0,0,2,0,544,265
2023-10-07,28,1103,1703,1,0,2,0,418,277
2023-10-08,22,1196,1170,0,0,1,0,324,249
2023-10-09,36,1425,1350,0,0,0,0,466,253
2023-10-10,49,1506,1404,0,0,1,0,495,264
2023-10-11,33,1507,1280,0,2,1,0,560,291
2023-10-12,34,1451,1222,0,0,0,0,563,284
2023-10-13,42,1370,1138,0,0,1,0,497,269
2023-10-14,30,1118,1041,1,0,0,1,431,231
2023-10-15,32,1227,1072,1,1,0,0,341,244
2023-10-16,28,1530,1779,0,0,0,0,546,266
2023-10-17,34,1402,1510,0,1,0,0,566,265
2023-10-18,41,1494,1334,0,0,0,0,516,277
2023-10-19,33,1554,1270,0,1,0,0,586,254
2023-10-20,29,1434,1192,1,0,0,0,558,283
2023-10-21,32,1079,957,0,0,0,0,422,290
2023-10-22,24,1112,972,2,0,0,0,345,233
2023-10-23,27,1474,1325,1,0,0,0,491,275
2023-10-24,47,1526,1379,0,2,0,0,539,302
2023-10-25,31,1463,1359,1,0,0,0,522,385
2023-10-26,39,1396,1286,0,1,1,0,550,297
2023-10-27,40,1278,1206,0,0,2,0,528,277
2023-10-28,28,1362,1017,0,0,1,0,382,274
2023-10-29,40,1440,948,0,0,0,0,315,255
2023-10-30,32,1796,1289,0,0,0,0,498,300
2023-10-31,38,1491,1239,0,0,1,0,491,258
2023-11-01,30,1597,1363,1,0,0,1,502,257
2023-11-02,36,1864,1354,0,1,0,0,474,308
2023-11-03,30,1853,1419,0,0,0,0,455,255
2023-11-04,35,1227,1155,0,1,1,0,378,274
2023-11-05,33,1296,1191,1,0,1,0,305,290
2023-11-06,33,1586,1537,0,1,2,0,438,275
2023-11-07,24,1604,1696,0,0,0,0,410,305
2023-11-08,36,1855,1634,0,0,0,0,465,313
2023-11-09,35,2043,1575,0,0,0,0,431,324
2023-11-10,41,1876,1364,1,0,0,0,344,259
2023-11-11,22,1238,1230,1,0,0,0,349,246
2023-11-12,24,1304,1315,2,0,0,0,305,288
2023-11-13,30,1513,1562,0,0,0,0,320,307
2023-11-14,32,1955,1825,0,0,0,0,457,292
2023-11-15,36,1761,1840,0,2,0,0,448,325
2023-11-16,37,1683,1700,0,0,0,0,399,286
2023-11-17,40,1473,1653,0,0,0,0,357,305
2023-11-18,30,1289,1428,0,0,0,0,319,272
2023-11-19,28,1270,1430,0,0,0,0,269,278
2023-11-20,34,1912,1966,2,3,0,0,409,330
2023-11-21,27,1784,2032,0,0,0,0,414,337
2023-11-22,33,1957,2137,0,1,0,0,411,338
2023-11-23,32,1746,1749,0,1,0,0,371,334
2023-11-24,26,1571,1640,0,0,0,0,373,304
2023-11-25,33,1532,1568,0,0,0,0,350,358
2023-11-26,22,1706,1720,1,1,0,0,316,328
2023-11-27,41,2373,2566,0,0,0,0,474,347
2023-11-28,46,2407,2843,0,0,0,0,441,337
2023-11-29,44,2084,2640,1,2,0,0,463,360
2023-11-30,30,1924,2396,0,0,2,0,417,332
2023-12-01,31,1770,2348,1,0,0,0,389,367
2023-12-02,33,1543,1763,1,0,0,0,365,354
2023-12-03,36,1609,1710,0,1,1,0,355,364
2023-12-04,33,2050,2342,0,0,0,0,388,331
2023-12-05,31,2067,2536,0,1,1,0,377,358
2023-12-06,31,1996,2681,0,0,0,0,413,359
2023-12-07,40,1977,2326,0,1,1,0,367,321
2023-12-08,38,1828,1901,1,0,0,0,409,392
2023-12-09,24,1606,2095,0,1,0,0,362,366
2023-12-10,29,1823,2168,0,0,0,0,334,307
2023-12-11,36,2179,3069,0,1,0,0,411,446
2023-12-12,31,2249,3070,0,1,0,0,421,391
2023-12-13,37,2311,3068,2,1,0,0,374,689
2023-12-14,44,2139,3667,1,0,0,0,349,478
2023-12-15,40,2022,3590,1,0,0,0,339,371
2023-12-16,38,1802,3079,0,0,0,0,375,401
2023-12-17,39,1914,3161,0,1,0,0,327,410
2023-12-18,47,2195,4312,1,3,0,0,393,415
2023-12-19,34,2191,4957,0,2,0,0,363,410
2023-12-20,43,2232,4942,0,2,0,0,354,413
2023-12-21,32,2056,6160,0,1,0,0,357,377
2023-12-22,34,1995,5178,0,0,0,0,257,369
2023-12-23,35,1752,4494,0,0,0,0,264,338
2023-12-24,23,1662,4009,0,0,0,0,264,361
2023-12-25,39,1707,3683,1,0,0,0,236,367
2023-12-26,37,1962,5039,0,1,0,0,234,399
2023-12-27,47,2201,6354,0,3,0,0,325,365
2023-12-28,41,2304,6364,0,1,0,0,314,395
2023-12-29,36,2186,6254,0,1,0,0,265,388
2023-12-30,33,1940,4911,0,2,0,0,260,409
2023-12-31,23,1806,4004,0,0,0,0,304,332
2024-01-01,37,1639,3762,0,3,0,0,201,400
2024-01-02,37,2174,4965,0,1,0,0,317,468
2024-01-03,40,2457,5420,0,0,0,0,299,431
2024-01-04,51,2473,5652,1,1,0,0,319,376
2024-01-05,19,2311,5231,0,0,0,0,299,372
2024-01-06,37,2155,4218,0,0,0,0,261,336
2024-01-07,36,1953,3929,1,0,0,0,265,387
2024-01-08,35,2487,4602,0,1,0,0,324,411
2024-01-09,41,2504,4631,0,0,1,0,373,364
2024-01-10,35,2396,4483,0,1,0,0,347,421
2024-01-11,34,2280,4460,0,1,0,0,371,372
2024-01-12,27,2064,4025,0,1,0,0,268,314
2024-01-13,29,1891,3273,0,0,2,0,216,302
2024-01-14,27,1712,3174,0,1,0,0,200,326
2024-01-15,29,2097,4168,0,0,1,0,225,320
2024-01-16,39,2078,4265,0,1,1,0,267,378
2024-01-17,29,2011,4229,0,1,0,0,245,324
2024-01-18,38,2177,4201,1,1,1,0,296,363
2024-01-19,33,1931,4064,0,0,0,0,287,345
2024-01-20,22,1738,3220,0,0,0,0,194,323
2024-01-21,27,1742,3119,0,1,0,1,193,327
2024-01-22,36,1962,4502,0,0,0,0,225,333
2024-01-23,26,1864,5080,1,3,0,0,294,358
2024-01-24,29,2063,4994,1,1,0,0,261,364
2024-01-25,38,1940,4985,0,0,0,0,280,351
2024-01-26,31,1869,5241,0,2,0,0,206,334
2024-01-27,32,1544,4084,0,2,0,0,202,265
2024-01-28,22,1677,3969,0,0,0,0,253,324
2024-01-29,28,1976,5741,1,0,0,0,282,339
2024-01-30,31,2054,5454,1,1,0,3,266,336
2024-01-31,34,2102,5563,0,0,1,0,272,356
2024-02-01,36,1965,5613,0,1,0,0,261,307
2024-02-02,28,1830,5104,0,0,0,0,223,296
2024-02-03,28,1610,3943,0,1,0,0,160,274
2024-02-04,21,1600,3983,2,3,0,0,172,331
2024-02-05,25,1904,5690,1,2,0,0,242,293
2024-02-06,36,1840,5645,1,1,0,0,263,345
2024-02-07,43,1895,5456,0,0,2,0,227,297
2024-02-08,41,1922,5009,1,0,0,0,230,305
2024-02-09,35,1698,4648,0,0,1,0,173,279
2024-02-10,22,1497,3453,0,0,0,0,164,266
2024-02-11,30,1604,3326,0,0,0,0,147,311
2024-02-12,34,1812,4596,2,0,0,0,218,332
2024-02-13,34,1874,4762,0,0,0,0,233,325
2024-02-14,28,1708,4795,0,0,0,0,243,306
2024-02-15,22,1728,4631,0,3,0,0,323,311
2024-02-16,28,1592,4244,0,0,0,0,223,270
2024-02-17,17,1560,3447,1,0,0,0,190,316
2024-02-18,34,1592,3275,0,0,0,0,190,318
2024-02-19,24,1761,4420,0,1,0,0,265,330
